year,county,hospital,total,cesarean_total,cesarean_repeat,vbac
2006,CUMBERLAND,HOLY SPIRIT HSP,989,263,115,34
2006,DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,1560,544,193,38
2006,DAUPHIN,PINNACLE HEALTH HOSPITALS,4536,1201,389,21
2006,DELAWARE,CROZER CHESTER MEDICAL CENTER,2028,694,287,25
2006,DELAWARE,DELAWARE COUNTY MEMORIAL HSP,1608,357,136,64
2006,DELAWARE,MERCY FITZGERALD HSP,1,0,0,0
2006,DELAWARE,RIDDLE MEMORIAL HSP,1036,326,114,16
2006,ELK,ELK REGIONAL HEALTH CENTER,232,92,33,0
2006,ERIE,CORRY MEMORIAL HSP,226,89,29,0
2006,ERIE,HAMOT MEDICAL CENTER,1243,378,188,20
2006,ERIE,MILLCREEK COMMUNITY HSP,168,53,18,5
2006,ERIE,SAINT VINCENT HEALTH CENTER,2154,777,275,33
2006,FAYETTE,HIGHLANDS HSP,1,0,0,0
2006,FAYETTE,UNIONTOWN HSP,929,272,90,11
2006,FRANKLIN,CHAMBERSBURG HSP,1469,440,182,15
2006,FRANKLIN,WAYNESBORO HSP,526,142,48,13
2006,HUNTINGDON,J C BLAIR MEMORIAL HSP,329,97,32,9
2006,INDIANA,INDIANA REGIONAL MEDICAL CENTER,641,107,45,15
2006,JEFFERSON,PUNXSUTAWNEY AREA HSP,123,42,23,1
2006,LACKAWANNA,COMMUNITY MEDICAL CENTER,636,210,81,11
2006,LACKAWANNA,MERCY HSP SCRANTON,308,72,16,4
2006,LACKAWANNA,MOSES TAYLOR HSP,1968,713,209,14
2006,LANCASTER,EPHRATA COMMUNITY HSP,792,214,79,25
2006,LANCASTER,HEART OF LANCASTER REG MEDICAL CENTER,170,41,9,0
2006,LANCASTER,LANCASTER GENERAL HSP,5108,1461,595,85
2006,LAWRENCE,ELLWOOD CITY HSP,275,106,30,1
2006,LAWRENCE,JAMESON MEMORIAL HSP,490,116,24,1
2006,LEBANON,GOOD SAMARITAN HSP,1018,317,128,13
2006,LEHIGH,LEHIGH VALLEY HSP,3360,990,308,77
2006,LEHIGH,SACRED HEART HSP,495,112,34,18
2006,LEHIGH,ST LUKE'S HSP ALLENTOWN,1585,454,183,43
2006,LEHIGH,ST LUKE'S HSP BETHLEHEM,2837,857,264,54
2006,LUZERNE,GEISINGER WYOMING VALLEY,909,368,171,8
2006,LUZERNE,HAZLETON GENERAL HSP,617,178,71,4
2006,LUZERNE,NESBITT MEMORIAL HSP,1410,540,150,13
2006,LYCOMING,WILLIAMSPORT HSP & MEDICAL CENTER,1232,373,149,26
2006,MCKEAN,BRADFORD REGIONAL MEDICAL CENTER,333,113,45,3
2006,MERCER,GROVE CITY MEDICAL CENTER,242,69,22,1
2006,MERCER,SHARON REGIONAL HEALTH SYSTEM,399,99,35,7
2006,MERCER,SHENANGO VALLEY MEDICAL CENTER,406,119,25,5
2006,MERCER,UPMC HORIZON,356,106,22,4
2006,MIFFLIN,LEWISTOWN HSP,559,164,90,22
2006,MONROE,POCONO MEDICAL CENTER,840,211,85,11
2006,MONTGOMERY,ABINGTON MEMORIAL HSP,4952,1490,485,73
2006,MONTGOMERY,CENTRAL MONTGOMERY MEDICAL CENTER,347,97,27,7
2006,MONTGOMERY,HOLY REDEEMER HSP & MEDICAL CENTER,2211,793,171,28
2006,MONTGOMERY,MAIN LINE HSP BRYN MAWR,1787,591,149,16
2006,MONTGOMERY,MAIN LINE HSP LANKENAU,2289,913,334,22
2006,MONTGOMERY,MERCY SUBURBAN HSP NORRISTOWN,741,253,61,2
2006,MONTGOMERY,MONTGOMERY HSP,625,222,92,4
2006,MONTGOMERY,POTTSTOWN MEMORIAL MEDICAL CENTER,810,229,87,14
2006,MONTOUR,GEISINGER MEDICAL CENTER,1517,556,167,19
2006,NORTHAMPTON,EASTON HSP,528,161,36,3
2006,NORTHUMBERLAND,SHAMOKIN AREA COMMUNITY HSP,1,0,0,0
2006,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,2576,724,241,62
2006,PHILADELPHIA,CHESTNUT HILL HSP,1128,256,8,9
2006,PHILADELPHIA,CHILDRENS HSP OF PHILADELPHIA,22,21,4,0
2006,PHILADELPHIA,FRANKFORD HSP-TORRESDALE,470,171,44,6
2006,PHILADELPHIA,HAHNEMANN UNIVERSITY HSP,2141,567,68,20
2006,PHILADELPHIA,HSP OF THE UNIVERSITY OF PA,3671,1042,326,118
2006,PHILADELPHIA,JEANES HSP,1434,484,187,4
2006,PHILADELPHIA,MERCY HSP OF PHILADELPHIA,1,0,0,0
2006,PHILADELPHIA,PA HSP OF THE UNIVER OF PA HEALTH SYS,5036,1898,622,86
2006,PHILADELPHIA,TEMPLE EAST,1537,343,133,14
2006,PHILADELPHIA,TEMPLE UNIVERSITY HSP,2710,774,126,40
2006,PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HSP,2243,693,134,20
2006,POTTER,CHARLES COLE MEMORIAL HSP,300,79,44,1
2006,SCHUYLKILL,POTTSVILLE HSP & WARNE CLINIC,1167,421,115,13
2006,SOMERSET,SOMERSET HSP CENTER FOR HEALTH,417,77,30,4
2006,SOMERSET,WINDBER HSP,201,54,28,3
2006,SUSQUEHANNA,BARNES-KASSON COUNTY HSP,42,17,4,0
2006,TIOGA,SOLDIERS & SAILORS MEMORIAL HSP,311,112,45,0
2006,UNION,EVANGELICAL COMMUNITY HSP,1050,370,138,14
2006,VENANGO,UPMC NORTHWEST SENECA,517,171,48,4
2006,WARREN,WARREN GENERAL HSP,330,87,36,3
2006,WASHINGTON,MONONGAHELA VALLEY HSP,492,124,38,6
2006,WASHINGTON,WASHINGTON HSP,1093,213,75,23
2006,WAYNE,WAYNE MEMORIAL HSP,414,121,44,4
2006,WESTMORELAND,EXCELA HEALTH LATROBE HSP,536,131,39,4
2006,WESTMORELAND,EXCELA HEALTH WESTMORELAND REG HSP,1158,254,99,19
2006,WESTMORELAND,MERCY JEANNETTE HSP,482,143,38,4
2006,WYOMING,TYLER MEMORIAL HSP,253,91,33,1
2006,YORK,HANOVER HSP,694,193,77,1
2006,YORK,MEMORIAL HSP YORK,776,178,73,8
2006,YORK,YORK HSP,2950,922,362,66
2006,NA,FREESTANDING BIRTHING CTR,1184,1,0,11
2006,NA,OTHER**,2577,1,1,115
2005,STATE TOTAL,NA,144947,41819,13648,2442
2005,ADAMS,GETTYSBURG HSP,544,128,50,2
2005,ALLEGHENY,ALLEGH GEN HSP,1268,595,198,21
2005,ALLEGHENY,ALLE-KISKI MED CTR,414,103,44,13
2005,ALLEGHENY,MAGEE-WOMENS HSP OF UPMC HEA SYS,8939,2273,522,192
2005,ALLEGHENY,MERCY HSP OF PITTSBURGH,1697,534,166,26
2005,ALLEGHENY,OHIO VALLEY GENERAL HSP,286,105,26,0
2005,ALLEGHENY,SEWICKLEY VALLEY HSP,831,268,42,7
2005,ALLEGHENY,ST CLAIR MEMORIAL HSP,1134,381,146,12
2005,ALLEGHENY,WESTERN PA HSP FORBES REGIONAL CAMPUS,837,249,63,11
2005,ALLEGHENY,WESTERN PENNSYLVANIA HSP,2112,648,219,49
2005,ARMSTRONG,ARMSTRONG COUNTY MEMORIAL HSP,647,199,77,11
2005,BEAVER,MEDICAL CENTER BEAVER,1161,316,87,17
2005,BEDFORD,UPMC BEDFORD,271,84,22,3
2005,BERKS,READING HSP & MEDICAL CENTER,3424,913,392,108
2005,BERKS,ST JOSEPH MEDICAL CENTER READING,818,217,97,32
2005,BLAIR,ALTOONA REGIONAL HEALTH SYSTEM,1270,325,119,19
2005,BLAIR,NASON HSP,516,123,57,12
2005,BLAIR,TYRONE HSP,127,39,12,2
2005,BRADFORD,MEMORIAL HSP INC TOWANDA,241,74,28,0
2005,BRADFORD,ROBERT PACKER HSP,683,147,41,9
2005,BUCKS,DOYLESTOWN HSP,1396,497,216,7
2005,BUCKS,GRAND VIEW HSP,1245,445,118,6
2005,BUCKS,ST MARY MEDICAL CENTER,1549,517,169,5
2005,BUCKS,TEMPLE LOWER BUCKS HSP,723,270,107,19
2005,BUTLER,BUTLER MEMORIAL HSP,827,206,75,14
2005,CAMBRIA,CONEMAUGH VALLEY MEMORIAL HSP,1210,288,107,31
2005,CAMBRIA,MINERS MEDICAL CENTER,1,0,0,1
2005,CAMBRIA,UPMC LEE REGIONAL HSP,367,105,24,1
2005,CARBON,GNADEN HUETTEN MEMORIAL HSP,293,68,32,7
2005,CARBON,PALMERTON HSP,178,48,13,1
2005,CENTRE,MOUNT NITTANY MEDICAL CENTER,1262,307,106,7
2005,CHESTER,BRANDYWINE HSP,373,100,16,5
2005,CHESTER,CHESTER COUNTY HSP,2206,562,267,32
2005,CHESTER,JENNERSVILLE REGIONAL HSP,458,98,44,11
2005,CHESTER,MAIN LINE HSP PAOLI,2104,697,251,16
2005,CHESTER,PHOENIXVILLE HSP COMPANY LLC,1094,258,84,19
2005,CLARION,CLARION HSP,360,191,63,1
2005,CLEARFIELD,CLEARFIELD HSP,220,80,30,3
2005,CLEARFIELD,DUBOIS REGIONAL MEDICAL CENTER,905,292,76,6
2005,CLINTON,LOCK HAVEN HSP,379,101,16,3
2005,COLUMBIA,BERWICK HSP CENTER,135,47,14,2
2005,COLUMBIA,BLOOMSBURG HSP,328,109,41,3
2005,CRAWFORD,MEADVILLE MEDICAL CENTER,524,148,39,3
2005,CRAWFORD,TITUSVILLE AREA HSP,224,51,12,7
2005,CUMBERLAND,CARLISLE REGIONAL MEDICAL CENTER,369,110,24,2
2005,CUMBERLAND,HOLY SPIRIT HSP,959,266,108,23
2005,DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,1446,495,164,27
2005,DAUPHIN,PINNACLE HEALTH HOSPITALS,4488,1228,448,35
2005,DELAWARE,CROZER CHESTER MEDICAL CENTER,1930,639,274,26
2005,DELAWARE,DELAWARE COUNTY MEMORIAL HSP,1527,331,147,60
2005,DELAWARE,MERCY FITZGERALD HSP,1,0,0,0
2005,DELAWARE,RIDDLE MEMORIAL HSP,1171,407,129,30
2005,ELK,ELK REGIONAL HEALTH CENTER,232,100,31,0
2005,ERIE,CORRY MEMORIAL HSP,275,91,45,5
2005,ERIE,HAMOT MEDICAL CENTER,1266,381,180,21
2005,ERIE,MILLCREEK COMMUNITY HSP,145,36,20,2
2005,ERIE,SAINT VINCENT HEALTH CENTER,1941,627,230,45
2005,FAYETTE,UNIONTOWN HSP,939,259,94,20
2005,FRANKLIN,CHAMBERSBURG HSP,1300,379,165,29
2005,FRANKLIN,WAYNESBORO HSP,504,123,36,10
2005,HUNTINGDON,J C BLAIR MEMORIAL HSP,353,88,30,8
2005,INDIANA,INDIANA REGIONAL MEDICAL CENTER,614,115,40,10
2005,JEFFERSON,PUNXSUTAWNEY AREA HSP,190,65,26,4
2005,LACKAWANNA,COMMUNITY MEDICAL CENTER,664,256,98,7
2005,LACKAWANNA,MERCY HSP SCRANTON,321,68,18,5
2005,LACKAWANNA,MOSES TAYLOR HSP,1853,650,181,13
2005,LANCASTER,EPHRATA COMMUNITY HSP,732,214,102,21
2005,LANCASTER,HEART OF LANCASTER REG MEDICAL CENTER,145,47,9,0
2005,LANCASTER,LANCASTER GENERAL HSP,4912,1429,526,101
2005,LAWRENCE,ELLWOOD CITY HSP,251,98,34,1
2005,LAWRENCE,JAMESON MEMORIAL HSP,497,131,42,3
2005,LEBANON,GOOD SAMARITAN HSP,994,237,94,16
2005,LEHIGH,LEHIGH VALLEY HSP,3196,1003,289,40
2005,LEHIGH,SACRED HEART HSP,542,127,28,3
2005,LEHIGH,ST LUKE'S HSP ALLENTOWN,1391,411,153,50
2005,LEHIGH,ST LUKE'S HSP BETHLEHEM,2729,868,300,66
2005,LUZERNE,GEISINGER SOUTH WILKES BARRE,5,1,0,1
2005,LUZERNE,GEISINGER WYOMING VALLEY,844,339,129,9
2005,LUZERNE,HAZLETON GENERAL HSP,613,197,68,3
2005,LUZERNE,NESBITT MEMORIAL HSP,1491,600,140,17
2005,LYCOMING,WILLIAMSPORT HSP & MEDICAL CENTER,1263,365,150,21
2005,MCKEAN,BRADFORD REGIONAL MEDICAL CENTER,319,104,30,6
2005,MERCER,GROVE CITY MEDICAL CENTER,247,75,14,1
2005,MERCER,SHARON REGIONAL HEALTH SYSTEM,434,98,46,4
2005,MERCER,SHENANGO VALLEY MEDICAL CENTER,399,87,18,4
2005,MERCER,UPMC HORIZON,397,90,38,11
2005,MIFFLIN,LEWISTOWN HSP,564,174,86,15
2005,MONROE,POCONO MEDICAL CENTER,835,178,77,22
2005,MONTGOMERY,ABINGTON MEMORIAL HSP,4737,1413,407,73
2005,MONTGOMERY,CENTRAL MONTGOMERY MEDICAL CENTER,419,114,41,6
2005,MONTGOMERY,HOLY REDEEMER HSP & MEDICAL CENTER,1916,608,114,26
2005,MONTGOMERY,MAIN LINE HSP BRYN MAWR,1749,562,155,19
2005,MONTGOMERY,MAIN LINE HSP LANKENAU,2246,938,331,13
2005,MONTGOMERY,MERCY SUBURBAN HSP NORRISTOWN,756,225,48,5
2005,MONTGOMERY,MONTGOMERY HSP,624,210,81,7
2005,MONTGOMERY,POTTSTOWN MEMORIAL MEDICAL CENTER,803,201,76,30
2005,MONTOUR,GEISINGER MEDICAL CENTER,1591,615,171,20
2005,NORTHAMPTON,EASTON HSP,550,172,43,5
2005,NORTHUMBERLAND,SUNBURY COMMUNITY HSP,1,0,0,0
2005,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,2287,573,198,67
2005,PHILADELPHIA,CHESTNUT HILL HSP,1104,265,16,13
2005,PHILADELPHIA,CHILDRENS HSP OF PHILADELPHIA,3,3,1,0
2005,PHILADELPHIA,FRANKFORD HSP,1497,481,157,19
2005,PHILADELPHIA,HAHNEMANN UNIVERSITY HSP,2276,581,77,16
2005,PHILADELPHIA,HSP OF THE UNIVERSITY OF PA,3516,961,314,118
2005,PHILADELPHIA,JEANES HSP,1123,379,97,5
2005,PHILADELPHIA,MERCY HSP OF PHILADELPHIA,2,0,0,0
2005,PHILADELPHIA,PA HSP OF THE UNIVER OF PA HEALTH SYS,4573,1559,537,92
2005,PHILADELPHIA,TEMPLE EAST,1443,307,143,17
2005,PHILADELPHIA,TEMPLE UNIVERSITY HSP,2682,803,206,34
2005,PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HSP,2108,583,99,20
2005,POTTER,CHARLES COLE MEMORIAL HSP,266,65,20,3
2005,SCHUYLKILL,POTTSVILLE HSP & WARNE CLINIC,1145,390,80,14
2005,SOMERSET,SOMERSET HSP CENTER FOR HEALTH,397,78,19,4
2005,SOMERSET,WINDBER HSP,43,16,4,2
2005,SUSQUEHANNA,BARNES-KASSON COUNTY HSP,56,19,4,0
2005,TIOGA,SOLDIERS & SAILORS MEMORIAL HSP,291,78,38,0
2005,UNION,EVANGELICAL COMMUNITY HSP,944,382,140,17
2005,VENANGO,UPMC NORTHWEST SENECA,460,118,39,7
2005,WARREN,WARREN GENERAL HSP,304,87,25,7
2005,WASHINGTON,CANONSBURG GENERAL HSP,1,0,0,1
2005,WASHINGTON,MONONGAHELA VALLEY HSP,491,125,25,7
2005,WASHINGTON,WASHINGTON HSP,1055,200,70,20
2005,WAYNE,WAYNE MEMORIAL HSP,345,102,43,4
2005,WESTMORELAND,EXCELA HEALTH LATROBE HSP,536,120,42,8
2005,WESTMORELAND,EXCELA HEALTH WESTMORELAND REG HSP,1064,248,95,13
2005,WESTMORELAND,MERCY JEANNETTE HSP,531,153,31,6
2005,WYOMING,TYLER MEMORIAL HSP,258,90,30,3
2005,YORK,HANOVER HSP,639,194,80,6
2005,YORK,YORK HSP,2808,843,300,52
2005,YORK,MEMORIAL HSP YORK,832,164,62,8
2005,NA,FREESTANDING BIRTHING CTR,1157,1,0,18
2005,NA,OTHER**,2449,0,0,84
2004,STATE TOTAL,NA,144499,39903,12365,2678
2004,ADAMS,GETTYSBURG HSP,527,134,28,8
2004,ALLEGHENY,ALLEGH GEN HSP,1344,527,176,28
2004,ALLEGHENY,ALLEGH UNIV HSP-FORBES REGIONAL,805,235,52,15
2004,ALLEGHENY,ALLE-KISKI MED CTR,486,127,51,16
2004,ALLEGHENY,JEFFERSON REGIONAL MED CTR,2,0,0,0
2004,ALLEGHENY,MAGEE-WOMENS HSP OF UPMC HEA SYS,8275,2019,445,178
2004,ALLEGHENY,MERCY HSP OF PGH,1710,518,121,34
2004,ALLEGHENY,OHIO VALLEY GEN HSP,310,95,17,4
2004,ALLEGHENY,SEWICKLEY VALLEY HSP,823,216,52,5
2004,ALLEGHENY,ST CLAIR MEM HSP,1179,410,153,25
2004,ALLEGHENY,UPMC BRADDOCK,1,0,0,0
2004,ALLEGHENY,UPMC SHADYSIDE,860,188,68,35
2004,ALLEGHENY,WESTERN PA HSP,1995,597,200,50
2004,ARMSTRONG,ARMSTRONG CO MEM HSP,655,200,69,8
2004,BEAVER,MED CTR BEAVER PA,1198,294,62,16
2004,BEDFORD,UPMC BEDFORD,192,58,12,0
2004,BERKS,READING HSP & MED CTR,3284,859,357,114
2004,BERKS,ST JOSEPH MED CTR-READING,848,209,98,17
2004,BLAIR,ALTOONA REGIONAL HEALTH SYSTEM,1405,332,100,12
2004,BLAIR,NASON HSP,435,112,48,5
2004,BLAIR,TYRONE HSP,126,42,7,3
2004,BRADFORD,MEMORIAL HSP-TOWANDA,197,78,27,1
2004,BRADFORD,ROBERT PACKER HSP,803,128,32,14
2004,BUCKS,DOYLESTOWN HSP,1435,471,175,7
2004,BUCKS,GRAND VIEW HSP,1295,433,119,6
2004,BUCKS,ST MARY MED CTR-LANGHORNE,1460,463,116,7
2004,BUCKS,TEMPLE LOWER BUCKS HSP,600,191,75,17
2004,BUCKS,WARMINSTER HSP,2,0,0,0
2004,BUTLER,BUTLER MEM HSP,878,203,46,17
2004,CAMBRIA,CONEMAUGH VALLEY MEM HSP,897,215,65,16
2004,CAMBRIA,UPMC LEE REGIONAL HSP,712,210,63,6
2004,CARBON,GNADEN HUETTEN MEM HSP,213,49,15,7
2004,CARBON,PALMERTON HSP,265,78,33,2
2004,CENTRE,MOUNT NITTANY MEDICAL CTR,1251,271,81,21
2004,CENTRE,PHILIPSBURG AREA HSP,1,0,0,0
2004,CHESTER,BRANDYWINE HSP,369,109,22,1
2004,CHESTER,CHESTER CO HSP,2149,565,275,37
2004,CHESTER,JENNERSVILLE REGIONAL HSP,462,87,49,15
2004,CHESTER,MAIN LINE HSP INC-PAOLI CAMPUS,1931,550,217,24
2004,CHESTER,PHOENIXVILLE HSP,1104,273,70,30
2004,CLARION,CLARION HSP,312,140,56,0
2004,CLEARFIELD,CLEARFIELD HSP,248,56,19,5
2004,CLEARFIELD,DUBOIS REG MED CTR,822,269,61,6
2004,CLINTON,LOCK HAVEN HSP,362,91,22,7
2004,COLUMBIA,BERWICK HSP CTR,155,53,21,5
2004,COLUMBIA,BLOOMSBURG HSP,282,58,21,5
2004,CRAWFORD,MEADVILLE MED CTR,573,130,37,8
2004,CRAWFORD,TITUSVILLE AREA HSP,233,67,14,8
2004,CUMBERLAND,CARLISLE REGIONAL MED CTR,502,157,40,0
2004,CUMBERLAND,HOLY SPIRIT HSP,1023,260,105,34
2004,DAUPHIN,PINNACLE HEALTH HOSPITALS,4288,1167,374,30
2004,DAUPHIN,THE MILTON S HERSHEY MED CTR,1365,461,147,32
2004,DELAWARE,CROZER-CHESTER MED CTR,2032,659,260,25
2004,DELAWARE,DELA CO MEM HSP,1399,320,130,61
2004,DELAWARE,MERCY FITZGERALD HSP,2,0,0,0
2004,DELAWARE,RIDDLE MEM HSP,1224,414,145,27
2004,ELK,ELK REGIONAL HEALTH CENTER,230,90,30,0
2004,ERIE,CORRY MEM HSP,321,113,57,2
2004,ERIE,HAMOT MED CTR,1354,394,144,16
2004,ERIE,MILLCREEK COMM HSP,198,72,34,1
2004,ERIE,SAINT VINCENT HLTH CTR,1794,601,186,45
2004,FAYETTE,UNIONTOWN HSP,845,212,79,9
2004,FRANKLIN,CHAMBERSBURG HSP,1277,344,130,41
2004,FRANKLIN,WAYNESBORO HSP,398,84,24,9
2004,FULTON,FULTON COUNTY MEDICAL CENTER,1,0,0,0
2004,HUNTINGDON,J C BLAIR MEM HSP,269,71,33,6
2004,INDIANA,INDIANA REGIONAL MED CTR,619,95,30,17
2004,JEFFERSON,BROOKVILLE HSP,120,43,23,1
2004,JEFFERSON,PUNXSUTAWNEY AREA HSP,184,58,20,2
2004,LACKAWANNA,COMM MED CTR,1349,501,202,22
2004,LACKAWANNA,MERCY HSP-SCRANTON,338,83,29,3
2004,LACKAWANNA,MOSES TAYLOR HSP,1145,395,105,8
2004,LANCASTER,EPHRATA COMM HSP,818,200,75,21
2004,LANCASTER,LANC GEN HSP,4853,1299,531,90
2004,LANCASTER,SELECT SPECIALTY HSP,14,2,2,0
2004,LAWRENCE,ELLWOOD CITY HSP,249,86,17,3
2004,LAWRENCE,JAMESON MEM HSP,528,139,36,7
2004,LEBANON,GOOD SAMAR-LEBANON,1016,269,84,18
2004,LEHIGH,LEHIGH VALLEY HSP,3188,1018,233,48
2004,LEHIGH,SACRED HEART HSP,504,109,27,6
2004,LEHIGH,ST LUKE'S HSP-ALLENTOWN,1364,371,119,40
2004,LEHIGH,ST LUKE'S HSP-BETHLEHEM,2892,838,237,72
2004,LUZERNE,GEISINGER WYOMING VALLEY MED CTR,648,245,88,5
2004,LUZERNE,HAZLETON GEN HSP,550,169,55,6
2004,LUZERNE,MERCY HSP-WILKES BARRE,376,176,28,1
2004,LUZERNE,NESBITT MEM HSP,1327,468,81,14
2004,LYCOMING,WILLIAMSPORT HSP & MED CTR,1251,342,141,32
2004,MCKEAN,BRADFORD REG MED CTR,323,112,36,4
2004,MCKEAN,KANE COMMUNITY HSP,1,0,0,0
2004,MERCER,SHARON REG HLTH SYSTEM,443,101,29,11
2004,MERCER,SHENANGO VALLEY MED CTR,372,77,11,6
2004,MERCER,UNITED COMMUNITY HSP,286,98,28,3
2004,MERCER,UPMC HORIZON,376,90,32,13
2004,MIFFLIN,LEWISTOWN HSP,542,200,77,20
2004,MONROE,POCONO MED CTR,779,140,65,28
2004,MONTGOMERY,ABINGTON MEM HSP,4926,1401,348,65
2004,MONTGOMERY,CENTRAL MONTGOMERY MED CTR,405,100,32,7
2004,MONTGOMERY,HOLY REDEEMER HSP & MED CTR,2084,613,99,15
2004,MONTGOMERY,MAIN LINE HSP INC-BRYN MAWR CAMPUS,1702,520,153,20
2004,MONTGOMERY,MAIN LINE HSP INC-LANKENAU CAMPUS,2275,916,323,25
2004,MONTGOMERY,MERCY SUBURBAN HSP,812,252,57,6
2004,MONTGOMERY,MONTGOMERY HSP,639,215,88,13
2004,MONTGOMERY,POTTSTOWN MEM MED CTR,767,180,52,20
2004,MONTOUR,GEISINGER MED CTR,1512,511,149,33
2004,NORTHAMPTON,EASTON HSP,537,168,55,6
2004,NORTHUMBERLAND,SUNBURY COMM HSP,1,0,0,0
2004,PHILADELPHIA,ALBERT EINSTEIN MED CTR,2378,601,184,55
2004,PHILADELPHIA,CHESTNUT HILL HSP,1032,268,33,14
2004,PHILADELPHIA,CHILDRENS HSP OF PHILADELPHIA,8,8,1,0
2004,PHILADELPHIA,FRANKFORD HSP,1573,457,132,18
2004,PHILADELPHIA,HAHNEMANN UNIV HSP,2318,604,109,19
2004,PHILADELPHIA,HSP OF UNIV OF PA,3439,889,270,127
2004,PHILADELPHIA,JEANES HSP,921,261,99,14
2004,PHILADELPHIA,MERCY HSP OF PHILADELPHIA,1,0,0,1
2004,PHILADELPHIA,NAZARETH HSP,2,0,0,0
2004,PHILADELPHIA,PENNSYLVANIA HSP,4772,1556,545,116
2004,PHILADELPHIA,TEMPLE EAST INC,1224,275,110,13
2004,PHILADELPHIA,TEMPLE UNIV HSP,2720,708,142,57
2004,PHILADELPHIA,THOM JEFF UNIV HSP,1995,550,100,24
2004,PHILADELPHIA,WOMAN'S MEDICAL HSP,1,0,0,0
2004,POTTER,CHARLES COLE MEM HSP,251,70,40,3
2004,SCHUYLKILL,POTTSVILLE HSP & WARNE CL,1067,322,67,16
2004,SOMERSET,MEYERSDALE COMM HSP,1,0,0,0
2004,SOMERSET,SOMERSET HSP CTR FOR HLTH,397,90,22,5
2004,SOMERSET,WINDBER HSP INC,59,14,4,1
2004,SUSQUEHANNA,BARNES-KASSON HSP,16,7,2,0
2004,TIOGA,SOLDIERS & SAILORS MEM HSP,280,76,28,1
2004,UNION,EVANGELICAL COMM HSP,884,348,123,22
2004,VENANGO,UPMC NORTHWEST,429,98,26,6
2004,WARREN,WARREN GEN HSP,325,74,31,10
2004,WASHINGTON,CANONSBURG GENERAL HSP,1,0,0,0
2004,WASHINGTON,MONONGAHELA VALLEY HSP INC,494,112,34,6
2004,WASHINGTON,WASHINGTON HSP,1064,205,76,17
2004,WAYNE,WAYNE MEM HSP,395,101,32,3
2004,WESTMORELAND,LATROBE AREA HSP INC,527,82,32,14
2004,WESTMORELAND,MERCY JEANNETTE HSP,553,139,26,11
2004,WESTMORELAND,WESTMORELAND REG HSP,1202,262,79,16
2004,WYOMING,TYLER MEM HSP,260,74,29,7
2004,YORK,HANOVER GEN HSP,681,180,72,13
2004,YORK,MEMORIAL HSP-YORK,778,163,52,13
2004,YORK,YORK HSP,2857,879,302,56
2004,NA,FREESTANDING BIRTHING CTR,1088,1,1,24
2004,NA,OTHER**,2398,0,0,82
2003,STATE TOTAL,NA,143622,38030,11434,2889
2003,ADAMS,GETTYSBURG HSP,486,114,21,16
2003,ALLEGHENY,ALLEGH GEN HSP,1337,516,181,16
2003,ALLEGHENY,ALLEGH UNIV HSP-FORBES REGIONAL,1181,306,70,24
2003,ALLEGHENY,ALLE-KISKI MED CTR,509,109,45,18
2003,ALLEGHENY,JEFFERSON REGIONAL MED CTR,1,0,0,0
2003,ALLEGHENY,MAGEE-WOMENS HSP OF UPMC HEA SYS,7840,1888,460,197
2003,ALLEGHENY,MERCY HSP OF PGH,1716,482,112,30
2003,ALLEGHENY,OHIO VALLEY GEN HSP,254,78,11,1
2003,ALLEGHENY,SEWICKLEY VALLEY HSP,897,217,42,10
2003,ALLEGHENY,ST CLAIR MEM HSP,1298,354,139,32
2003,ALLEGHENY,UPMC PASSAVANT,119,26,10,3
2003,ALLEGHENY,UPMC SHADYSIDE,1041,226,96,30
2003,ALLEGHENY,WESTERN PA HSP,2064,610,227,72
2003,ARMSTRONG,ARMSTRONG CO MEM HSP,650,153,60,22
2003,BEAVER,ALIQUIPPA COMMUNITY HSP,1,0,0,0
2003,BEAVER,MED CTR BEAVER PA,1245,267,51,28
2003,BEDFORD,UPMC BEDFORD,247,76,12,4
2003,BERKS,READING HSP & MED CTR,3213,833,311,92
2003,BERKS,ST JOSEPH MED CTR-READING,839,171,63,23
2003,BLAIR,ALTOONA REGIONAL HEALTH SYSTEM,1292,298,117,22
2003,BLAIR,BON SECOURS HOLY FAM REG HLTH SYS,234,48,9,2
2003,BLAIR,NASON HSP,308,91,29,10
2003,BLAIR,TYRONE HSP,106,43,12,0
2003,BRADFORD,MEMORIAL HSP-TOWANDA,177,58,26,1
2003,BRADFORD,ROBERT PACKER HSP,757,129,28,18
2003,BUCKS,DOYLESTOWN HSP,1569,461,158,11
2003,BUCKS,GRAND VIEW HSP,1306,395,53,9
2003,BUCKS,ST MARY MED CTR-LANGHORNE,1631,483,89,6
2003,BUCKS,TEMPLE LOWER BUCKS HSP,726,218,92,26
2003,BUCKS,WARMINSTER HSP,2,0,0,0
2003,BUTLER,BUTLER MEM HSP,872,176,27,12
2003,CAMBRIA,CONEMAUGH VALLEY MEM HSP,875,190,54,30
2003,CAMBRIA,UPMC LEE REGIONAL HSP,681,188,60,13
